key,fare_amount
2015-01-27 13:08:24.0000002,10.558377265930176
2015-01-27 13:08:24.0000003,11.054308891296387
2011-10-08 11:53:44.0000002,7.132989406585693
2012-12-01 21:12:12.0000002,8.866812705993652
2012-12-01 21:12:12.0000003,13.925256729125977
2012-12-01 21:12:12.0000005,10.742012977600098
2011-10-06 12:10:20.0000001,7.03813362121582
2011-10-06 12:10:20.0000003,37.67250442504883
2011-10-06 12:10:20.0000002,11.704895973205566
2014-02-18 15:22:20.0000002,8.587725639343262
2014-02-18 15:22:20.0000003,10.229621887207031
2014-02-18 15:22:20.0000001,14.321834564208984
2010-03-29 20:20:32.0000002,6.273256301879883
2010-03-29 20:20:32.0000001,7.770309925079346
2011-10-06 03:59:12.0000002,9.596861839294434
2011-10-06 03:59:12.0000001,13.48787784576416
2012-07-15 16:45:04.0000006,6.56867790222168
2012-07-15 16:45:04.0000002,10.303506851196289
2012-07-15 16:45:04.0000003,7.811220645904541
2012-07-15 16:45:04.0000004,6.7163310050964355
2014-10-29 02:09:56.0000001,9.485128402709961
2014-06-14 13:39:00.00000010,10.150242805480957
2014-06-14 13:39:00.00000060,8.982693672180176
2014-06-14 13:39:00.00000087,9.961421966552734
2014-06-14 13:39:00.00000050,15.343912124633789
2014-06-14 13:39:00.0000003,8.615011215209961
2014-06-14 13:39:00.000000158,28.64085578918457
2014-06-14 13:39:00.00000015,21.079757690429688
2014-06-14 13:39:00.00000073,9.1248197555542
2014-06-14 13:39:00.00000077,13.777687072753906
2014-06-14 13:39:00.000000145,11.39178466796875
2014-06-14 13:39:00.00000079,8.494332313537598
2014-06-14 13:39:00.000000121,8.672452926635742
2014-06-14 13:39:00.00000021,11.69308090209961
2014-06-14 13:39:00.0000005,9.773966789245605
2014-06-14 13:39:00.000000165,9.092475891113281
2014-06-14 13:39:00.000000184,8.410414695739746
2014-06-14 13:39:00.00000059,8.797691345214844
2014-06-14 13:39:00.00000070,9.595678329467773
2014-06-14 13:39:00.00000068,8.175914764404297
